genome	domain	phylum	class	order	family	genus	species	completeness	contamination	mag_size
EHA04766_bin.9	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	58.43	1.08	1006573
EHA02089_bin.18	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__SIG32	s__	55.97	2.23	844193
EHA02263_bin.20	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B pernyi	99.84	0.86	2820492
EHA04664_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__CAG-353 sp001941135	99.83	0.16	2225556
EHA04646_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp905216025	97.07	1.07	1914295
EHA01890_bin.57	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900541345	72.45	4.01	1506177
EHA04643_bin.28	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__	93.57	0.18	1403205
EHA04661_bin.11	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Zag111	s__Zag111 sp001899395	99.96	0.14	2042357
EHA01918_bin.5	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis	73.4	3.63	1945676
EHA02078_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp021200695	97.83	0.07	2644473
EHA01874_bin.6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__	84.34	0.25	4426259
EHA04635_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	57.26	3.57	1612937
EHA02273_bin.15	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium stercoravium	79.12	0.54	2122979
EHA04653_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG6307	s__	76.07	4.74	2287777
EHA02262_bin.13	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Dietzia	s__Dietzia intestinigallinarum	72.16	4.61	2970109
EHA04674_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma sp021205485	85.93	2.33	1603369
EHA01597_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__GCA-900066495	s__	99.29	1.43	2546345
EHA04664_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	93.87	1.26	1918602
EHA04676_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CALWPC01	s__	95.01	1.7	3745589
EHA04666_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	96.23	0.17	2209466
EHA01634_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp015667795	92.37	8.027	4052754
EHA02081_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	84.96	3.36	1358661
EHA01891_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp900539715	52.75	1.69	1560695
EHA04674_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	100	1.5	2635274
EHA02095_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG6307	s__	63.51	2.52	1480080
EHA01907_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp020026175	99.45	1.99	4024119
EHA01908_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__	78.77	0.49	1568849
EHA02263_bin.10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_D	s__Luteimonas_D excrementigallinarum	82.69	1.39	2401485
EHA01709_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__	77.38	4.487	1623513
EHA02016_bin.2	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	s__Carnobacterium maltaromaticum	87.03	3.3	3091839
EHA02258_bin.16	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus kloosii	67.13	3.49	2155036
EHA04640_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__	55.8	0.78	1405483
EHA04671_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAJQBJ01	s__JAJQBJ01 sp021203345	53.97	5.91	1242778
EHA01876_bin.2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__	92.55	0.15	3851664
EHA02084_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__	55.24	1.11	1036069
EHA04652_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__	82.2	6.48	1758804
EHA02035_bin.2	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus equorum_A	59.57	0.89	1957338
EHA01709_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9414	s__	68.28	0.474	1291682
EHA02095_bin.20	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	96.75	2.18	2899598
EHA01925_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__	88.89	3.45	1798450
EHA04660_bin.24	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	85.6	0.42	2591803
EHA02093_bin.14	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	s__	59.17	0.37	1503573
EHA04657_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG6307	s__	55.68	9.11	584735
EHA04671_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__CAG-353 sp001941135	99.27	0.47	2478015
EHA02076_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAJQCF01	s__JAJQCF01 sp021202845	50.58	0	874310
EHA02096_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__12844	s__	53.79	8.58	1636097
EHA02079_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAJPXI01	s__	94.48	0.02	1751736
EHA04640_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	98.87	0.88	1132826
EHA02269_bin.9	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__	g__	s__	92.49	1.32	2125664
EHA04646_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	59.13	9.13	596697
EHA04657_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__	81.71	4.1	2066033
EHA01925_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter sp900550335	73.17	3.53	1079584
EHA02255_bin.10	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JALRDG01	g__JALRDG01	s__	86.8	0.3	755077
EHA04671_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__	86.74	5.33	2081623
EHA02088_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__	s__	60.71	0.02	1437432
EHA04671_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Onthoplasma	s__	96.93	3.55	1114525
EHA04645_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__Onthomonas sp021201185	88.78	2.35	2215696
EHA04645_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAJQCF01	s__JAJQCF01 sp021202845	98.27	0	2048942
EHA04647_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	81.6	1.1	816978
EHA04660_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	51.56	3.51	1280378
EHA04650_bin.16	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__	63.68	5.14	1027662
EHA04652_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__JAAWPK01	s__	63.12	3.48	855256
EHA04669_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-465	g__CAG-465	s__	90	5.35	2224239
EHA01920_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii	86.62	0.39	2158803
EHA04765_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	99.47	2.25	1893971
EHA04674_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA4292	s__	98.64	0.14	2427972
EHA02078_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG6307	s__	77.78	3.92	2086126
EHA04641_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1883	f__UMGS1883	g__JAJQCX01	s__	65.1	7.05	1524232
EHA01923_bin.2	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_A	s__	99.99	0	2366956
EHA04675_bin.3	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprosoma	s__	86.51	1.74	1302323
EHA02076_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__	88	1.95	1751538
EHA01876_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter hiranonis	60.21	4.62	621731
EHA04659_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp021200975	98.42	0.13	1839932
EHA04767_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	99.82	0.25	1949877
EHA01890_bin.58	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__	56.9	7.61	1626111
EHA04655_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp021202655	82.17	0.98	1640545
EHA01914_bin.22	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	51.25	5.29	1031291
EHA04657_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__DTU064	s__DTU064 sp021199825	100	1.06	1547645
EHA02088_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__RGIG4079	s__	99.77	0.07	1830038
EHA04639_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	95.74	1.32	3547939
EHA04657_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-465	g__CAG-465	s__	98.78	2.12	1510966
EHA04641_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG308	s__	92.48	6.34	2536791
EHA02078_bin.16	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG11788	s__	87.29	3.28	1260418
EHA04669_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	72.05	2.12	1889698
EHA02094_bin.17	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYM01	s__	99.93	0.08	1603745
EHA04651_bin.6	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__	98.39	0.49	1912832
EHA02088_bin.21	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__JAJQDJ01	s__	76.41	1.62	1552949
EHA01874_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__	53.24	5.85	2162452
EHA01924_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__Tyzzerella	s__	74.06	0.3	953055
EHA01892_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp900540455	99.93	0.05	2342514
EHA01927_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Dwaynesavagella	s__	98.05	2.03	2124750
EHA04653_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	50.87	0.08	1136479
EHA02087_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__	99.78	4.56	2533269
EHA01924_bin.22	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Catellicoccaceae	g__Catellicoccus	s__Catellicoccus marimammalium	76.01	1.55	911162
EHA04665_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	94.56	1.1	1705253
EHA02093_bin.2	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__E4-60	s__	98.64	0.42	1989964
EHA04765_bin.25	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__	s__	91.76	2.82	1761393
EHA04665_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	98.63	0.46	1929045
EHA01925_bin.2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__Anaerobiospirillum succiniciproducens	92.98	0.44	3773224
EHA02255_bin.9	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__	71.73	1.68	2994794
EHA04639_bin.18	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__	94.25	0.29	2481380
EHA04655_bin.38	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG11788	s__	97.49	3.7	2053755
EHA04635_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	95.69	1.02	2086426
EHA02097_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	96.37	0.02	1957630
EHA04675_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__	s__	60.24	4.97	628513
EHA02075_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	94.58	0.53	2317685
EHA02085_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	70.91	2.37	1799882
EHA01598_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__	90.66	1.303	2345063
EHA04659_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma sp021205485	73.01	3.94	1321067
EHA04666_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	85.65	1.11	2897685
EHA04639_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__	69.28	4.88	1696320
EHA02255_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__JAAYSD01	s__	97.14	0.8	2223273
EHA04656_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS363	s__UMGS363 sp021199335	92.41	0.2	1470057
EHA04645_bin.16	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__JAJQDJ01	s__	67.65	0.55	1596630
EHA01709_bin.29	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Catellicoccaceae	g__Catellicoccus	s__	66.8	1.381	914372
EHA02077_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	75.88	4.33	1745556
EHA01666_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__	s__	57.21	0	1710717
EHA01921_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__GCA-900066495	s__GCA-900066495 sp902362365	84.68	8.46	2791373
EHA01886_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp000435655	98.03	0.17	2718413
EHA02094_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAJPXI01	s__	79.45	2.16	1333254
EHA02085_bin.7	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__Enterosoma	s__	91.51	0.27	1490820
EHA02084_bin.15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	99.67	0.41	2885898
EHA04671_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	72.98	2.99	1356100
EHA02091_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	97.23	6.28	1781902
EHA01871_bin.4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	98.12	0.45	1884402
EHA01891_bin.15	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__	81.69	0.05	1619165
EHA04643_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2882	s__UBA2882 sp900542015	98.91	0.09	3013059
EHA04647_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	98.4	0.21	2227965
EHA04659_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__	82.96	5.64	1496855
EHA01872_bin.39	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Sutterella	s__	57.66	8.11	1764535
EHA02078_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__DTU064	s__DTU064 sp021202555	98.71	0.11	2122040
EHA04640_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__	57.91	0.39	1312220
EHA04635_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__	90.34	8.06	2148597
EHA04638_bin.8	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__Enterosoma	s__	93.41	0.14	1379848
EHA04674_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	86.95	0.11	2290904
EHA01899_bin.27	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__	68.38	0.65	2174521
EHA02255_bin.7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__Taishania	s__	81.78	2.04	2774798
EHA04658_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	74.05	0.43	1475198
EHA02075_bin.10	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYM01	s__	99.88	0.67	1585334
EHA04677_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__	89	2.58	2698000
EHA04654_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma sp021202395	87.67	2.91	1581789
EHA01924_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptacetobacter	s__Peptacetobacter sp900550335	55.45	3	1338460
EHA04673_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	100	0.94	2147220
EHA02086_bin.4	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__SIG32	s__	66.97	3.44	1139125
EHA01709_bin.35	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__	57.36	1.724	1567091
EHA01915_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900556555	85.82	0.8	2505267
EHA04661_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	64.92	8.64	2049681
EHA04640_bin.19	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Avigastranaerophilus	s__	51.68	4.6	1147576
EHA04644_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma sp900550955	80.44	0.2	2734222
EHA04668_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA4292	s__	89.31	8.54	2152110
EHA01595_bin.6	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_D	s__	99.64	0.353	1613761
EHA02034_bin.2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E weihenstephanensis	51.74	3.95	3208651
EHA04643_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__Scatovivens	s__	93.4	2.58	1529964
EHA04676_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	95.96	4.33	1597419
EHA02263_bin.7	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__	67.73	3.44	2765948
EHA04670_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	87.29	0.61	2836392
EHA01887_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	88.54	0.94	2489976
EHA01907_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__Sarcina perfringens	52.5	4.69	1684740
EHA01589_bin.6	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__	93.68	0.745	1370522
EHA02096_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__	70.89	0.58	1018144
EHA01891_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__Sarcina perfringens	87.9	1.54	3044352
